# [FABLE-5] sq-iwulr GOLDEN truth-table: planar coordinate-space distances (a\tb\tdistance)
# Captured OFFLINE by bench/geo/function-golden/capture.py — DO NOT regenerate in CI.
# Oracle: GEOS 3.13.1 via shapely 2.1.2 (planar/Cartesian over lon-lat coordinates, CRS84).
# Captured: 2026-07-12
pt_a	pt_a	0.0
pt_a	pt_far	53.74011537017761
pt_a	pt_edge	3.605551275463989
pt_a	pt_corner	11.313708498984761
pt_a	line_diag	0.0
pt_a	line_horiz	0.0
pt_a	line_vert	2.0
pt_a	line_edge	2.0
pt_a	line_far	39.59797974644666
pt_a	sq_big	0.0
pt_a	sq_small	0.0
pt_a	sq_overlap	4.242640687119285
pt_a	sq_touch	8.0
pt_a	sq_corner	11.313708498984761
pt_a	sq_far	28.0
pt_a	sq_equal	0.0
pt_a	poly_hole	0.0
pt_a	mpt	1.4142135623730951
pt_a	mline	0.0
pt_a	mpoly	0.0
pt_far	pt_a	53.74011537017761
pt_far	pt_far	0.0
pt_far	pt_edge	53.150729063673246
pt_far	pt_corner	42.42640687119285
pt_far	line_diag	49.49747468305833
pt_far	line_horiz	48.41487374764082
pt_far	line_vert	53.150729063673246
pt_far	line_edge	50.0
pt_far	line_far	0.0
pt_far	sq_big	42.42640687119285
pt_far	sq_small	50.91168824543142
pt_far	sq_overlap	35.35533905932738
pt_far	sq_touch	36.05551275463989
pt_far	sq_corner	39.59797974644666
pt_far	sq_far	35.35533905932738
pt_far	sq_equal	42.42640687119285
pt_far	poly_hole	28.284271247461902
pt_far	mpt	41.012193308819754
pt_far	mline	21.213203435596427
pt_far	mpoly	45.254833995939045
pt_edge	pt_a	3.605551275463989
pt_edge	pt_far	53.150729063673246
pt_edge	pt_edge	0.0
pt_edge	pt_corner	11.180339887498949
pt_edge	line_diag	3.5355339059327378
pt_edge	line_horiz	3.0
pt_edge	line_vert	0.0
pt_edge	line_edge	5.0
pt_edge	line_far	39.05124837953327
pt_edge	sq_big	0.0
pt_edge	sq_small	2.23606797749979
pt_edge	sq_overlap	5.0
pt_edge	sq_touch	10.0
pt_edge	sq_corner	11.180339887498949
pt_edge	sq_far	30.0
pt_edge	sq_equal	0.0
pt_edge	poly_hole	0.0
pt_edge	mpt	4.123105625617661
pt_edge	mline	3.5355339059327378
pt_edge	mpoly	2.0
pt_corner	pt_a	11.313708498984761
pt_corner	pt_far	42.42640687119285
pt_corner	pt_edge	11.180339887498949
pt_corner	pt_corner	0.0
pt_corner	line_diag	7.0710678118654755
pt_corner	line_horiz	8.0
pt_corner	line_vert	11.180339887498949
pt_corner	line_edge	10.0
pt_corner	line_far	28.284271247461902
pt_corner	sq_big	0.0
pt_corner	sq_small	8.48528137423857
