# [FABLE-5] sq-iwulr GOLDEN truth-table: DE-9IM intersection matrices (a\tb\tmatrix)
# Captured OFFLINE by bench/geo/function-golden/capture.py — DO NOT regenerate in CI.
# Oracle: GEOS 3.13.1 via shapely 2.1.2 (planar/Cartesian over lon-lat coordinates, CRS84).
# Captured: 2026-07-12
pt_a	pt_a	0FFFFFFF2
pt_a	pt_far	FF0FFF0F2
pt_a	pt_edge	FF0FFF0F2
pt_a	pt_corner	FF0FFF0F2
pt_a	line_diag	0FFFFF102
pt_a	line_horiz	0FFFFF102
pt_a	line_vert	FF0FFF102
pt_a	line_edge	FF0FFF102
pt_a	line_far	FF0FFF102
pt_a	sq_big	0FFFFF212
pt_a	sq_small	F0FFFF212
pt_a	sq_overlap	FF0FFF212
pt_a	sq_touch	FF0FFF212
pt_a	sq_corner	FF0FFF212
pt_a	sq_far	FF0FFF212
pt_a	sq_equal	0FFFFF212
pt_a	poly_hole	0FFFFF212
pt_a	mpt	FF0FFF0F2
pt_a	mline	0FFFFF102
pt_a	mpoly	0FFFFF212
pt_far	pt_a	FF0FFF0F2
pt_far	pt_far	0FFFFFFF2
pt_far	pt_edge	FF0FFF0F2
pt_far	pt_corner	FF0FFF0F2
pt_far	line_diag	FF0FFF102
pt_far	line_horiz	FF0FFF102
pt_far	line_vert	FF0FFF102
pt_far	line_edge	FF0FFF102
pt_far	line_far	F0FFFF102
pt_far	sq_big	FF0FFF212
pt_far	sq_small	FF0FFF212
pt_far	sq_overlap	FF0FFF212
pt_far	sq_touch	FF0FFF212
pt_far	sq_corner	FF0FFF212
pt_far	sq_far	FF0FFF212
pt_far	sq_equal	FF0FFF212
pt_far	poly_hole	FF0FFF212
pt_far	mpt	FF0FFF0F2
pt_far	mline	FF0FFF102
pt_far	mpoly	FF0FFF212
pt_edge	pt_a	FF0FFF0F2
pt_edge	pt_far	FF0FFF0F2
pt_edge	pt_edge	0FFFFFFF2
pt_edge	pt_corner	FF0FFF0F2
pt_edge	line_diag	FF0FFF102
pt_edge	line_horiz	FF0FFF102
pt_edge	line_vert	F0FFFF102
pt_edge	line_edge	FF0FFF102
pt_edge	line_far	FF0FFF102
pt_edge	sq_big	F0FFFF212
pt_edge	sq_small	FF0FFF212
pt_edge	sq_overlap	FF0FFF212
pt_edge	sq_touch	FF0FFF212
pt_edge	sq_corner	FF0FFF212
pt_edge	sq_far	FF0FFF212
pt_edge	sq_equal	F0FFFF212
pt_edge	poly_hole	F0FFFF212
pt_edge	mpt	FF0FFF0F2
pt_edge	mline	FF0FFF102
pt_edge	mpoly	FF0FFF212
pt_corner	pt_a	FF0FFF0F2
pt_corner	pt_far	FF0FFF0F2
pt_corner	pt_edge	FF0FFF0F2
pt_corner	pt_corner	0FFFFFFF2
pt_corner	line_diag	FF0FFF102
pt_corner	line_horiz	FF0FFF102
pt_corner	line_vert	FF0FFF102
pt_corner	line_edge	FF0FFF102
pt_corner	line_far	FF0FFF102
pt_corner	sq_big	F0FFFF212
pt_corner	sq_small	FF0FFF212
pt_corner	sq_overlap	0FFFFF212
pt_corner	sq_touch	F0FFFF212
pt_corner	sq_corner	F0FFFF212
pt_corner	sq_far	FF0FFF212
pt_corner	sq_equal	F0FFFF212
pt_corner	poly_hole	FF0FFF212
pt_corner	mpt	FF0FFF0F2
pt_corner	mline	FF0FFF102
pt_corner	mpoly	FF0FFF212
line_diag	pt_a	0F1FF0FF2
line_diag	pt_far	FF1FF00F2
line_diag	pt_edge	FF1FF00F2
line_diag	pt_corner	FF1FF00F2
line_diag	line_diag	1FFF0FFF2
line_diag	line_horiz	0F1FF0102
line_diag	line_vert	0F1FF0102
line_diag	line_edge	F01FF0102
line_diag	line_far	FF1FF0102
line_diag	sq_big	1010F0212
line_diag	sq_small	101FF0212
line_diag	sq_overlap	FF1F00212
line_diag	sq_touch	FF1FF0212
line_diag	sq_corner	FF1FF0212
line_diag	sq_far	FF1FF0212
line_diag	sq_equal	1010F0212
line_diag	poly_hole	101F00212
line_diag	mpt	0F1FF00F2
line_diag	mline	1FFF0F102
line_diag	mpoly	101F00212
line_horiz	pt_a	0F1FF0FF2
line_horiz	pt_far	FF1FF00F2
line_horiz	pt_edge	FF1FF00F2
line_horiz	pt_corner	FF1FF00F2
line_horiz	line_diag	0F1FF0102
line_horiz	line_horiz	1FFF0FFF2
line_horiz	line_vert	0F1FF0102
line_horiz	line_edge	FF1FF0102
line_horiz	line_far	FF1FF0102
line_horiz	sq_big	101F00212
line_horiz	sq_small	F11FF0212
line_horiz	sq_overlap	FF1FF0212
line_horiz	sq_touch	FF1F00212
line_horiz	sq_corner	FF1FF0212
line_horiz	sq_far	FF1FF0212
line_horiz	sq_equal	101F00212
line_horiz	poly_hole	1010F0212
line_horiz	mpt	FF1FF00F2
line_horiz	mline	0F1FF0102
line_horiz	mpoly	101FF0212
line_vert	pt_a	FF1FF00F2
line_vert	pt_far	FF1FF00F2
line_vert	pt_edge	FF10F0FF2
line_vert	pt_corner	FF1FF00F2
line_vert	line_diag	0F1FF0102
line_vert	line_horiz	0F1FF0102
line_vert	line_vert	1FFF0FFF2
line_vert	line_edge	F01FF0102
line_vert	line_far	FF1FF0102
line_vert	sq_big	F11F00212
line_vert	sq_small	FF1FF0212
line_vert	sq_overlap	FF1FF0212
line_vert	sq_touch	FF1FF0212
line_vert	sq_corner	FF1FF0212
line_vert	sq_far	FF1FF0212
line_vert	sq_equal	F11F00212
line_vert	poly_hole	F11F00212
line_vert	mpt	FF1FF00F2
line_vert	mline	0F1FF0102
line_vert	mpoly	F11FF0212
line_edge	pt_a	FF1FF00F2
line_edge	pt_far	FF1FF00F2
line_edge	pt_edge	FF1FF00F2
line_edge	pt_corner	FF1FF00F2
line_edge	line_diag	FF10F0102
line_edge	line_horiz	FF1FF0102
line_edge	line_vert	FF10F0102
line_edge	line_edge	1FFF0FFF2
line_edge	line_far	FF1FF0102
line_edge	sq_big	F1FF0F212
line_edge	sq_small	FF1FF0212
line_edge	sq_overlap	FF1FF0212
line_edge	sq_touch	FF1F00212
line_edge	sq_corner	FF1FF0212
line_edge	sq_far	FF1FF0212
line_edge	sq_equal	F1FF0F212
line_edge	poly_hole	F1FF0F212
line_edge	mpt	FF1FF00F2
line_edge	mline	FF10F0102
line_edge	mpoly	F11F00212
line_far	pt_a	FF1FF00F2
line_far	pt_far	FF10F0FF2
line_far	pt_edge	FF1FF00F2
line_far	pt_corner	FF1FF00F2
line_far	line_diag	FF1FF0102
line_far	line_horiz	FF1FF0102
line_far	line_vert	FF1FF0102
line_far	line_edge	FF1FF0102
line_far	line_far	1FFF0FFF2
line_far	sq_big	FF1FF0212
line_far	sq_small	FF1FF0212
line_far	sq_overlap	FF1FF0212
line_far	sq_touch	FF1FF0212
line_far	sq_corner	FF1FF0212
line_far	sq_far	FF1FF0212
line_far	sq_equal	FF1FF0212
line_far	poly_hole	FF1FF0212
line_far	mpt	FF1FF00F2
line_far	mline	FF1FF0102
line_far	mpoly	FF1FF0212
sq_big	pt_a	0F2FF1FF2
sq_big	pt_far	FF2FF10F2
sq_big	pt_edge	FF20F1FF2
sq_big	pt_corner	FF20F1FF2
sq_big	line_diag	1020F1102
sq_big	line_horiz	1F2001102
sq_big	line_vert	FF2101102
sq_big	line_edge	FF2101FF2
sq_big	line_far	FF2FF1102
sq_big	sq_big	2FFF1FFF2
sq_big	sq_small	212FF1FF2
sq_big	sq_overlap	212101212
sq_big	sq_touch	FF2F11212
sq_big	sq_corner	FF2F01212
sq_big	sq_far	FF2FF1212
sq_big	sq_equal	2FFF1FFF2
sq_big	poly_hole	212111212
sq_big	mpt	0F2FF10F2
sq_big	mline	1020F1102
sq_big	mpoly	212F11FF2
sq_small	pt_a	FF20F1FF2
sq_small	pt_far	FF2FF10F2
sq_small	pt_edge	FF2FF10F2
sq_small	pt_corner	FF2FF10F2
sq_small	line_diag	1F20F1102
sq_small	line_horiz	FF21F1102
sq_small	line_vert	FF2FF1102
